승인일자,가맹점,금액,카드번호 뒤 4자리,사용자
2026-07-17,김밥천국 역삼점,47500,4423,박도윤
2026-07-17,다이소 역삼점,7300,4465,강지호
2026-07-17,다이소 역삼점,116600,4423,박도윤
2026-07-17,미도인 역삼,88000,4471,윤채원
2026-07-17,본죽 삼성점,11000,4423,박도윤
2026-07-17,본죽 삼성점,26500,4448,정예린
2026-07-17,본죽 삼성점,36500,4496,오하은
2026-07-17,본죽 삼성점,40000,4423,박도윤
2026-07-17,본죽 삼성점,47500,4502,한지훈
2026-07-17,본죽 삼성점,59000,4471,윤채원
2026-07-17,본죽 삼성점,67000,4417,김서연
2026-07-17,삼원가든 신사,346000,4471,윤채원
2026-07-17,서브웨이 강남파이낸스,86000,4448,정예린
2026-07-17,서울개인택시조합,67400,4465,강지호
2026-07-17,서울개인택시조합,91600,4423,박도윤
2026-07-17,스타벅스 삼성점,17000,4502,한지훈
2026-07-17,스타벅스 삼성점,72000,4465,강지호
2026-07-17,스타벅스 삼성점,80000,4417,김서연
2026-07-17,신라스테이 역삼,88000,4471,윤채원
2026-07-17,신라스테이 역삼,132000,4483,임시우
2026-07-17,역삼포차,185000,4452,최민서
2026-07-17,역삼포차,199000,4518,서준영
2026-07-17,영풍문고 종로,259800,4465,강지호
2026-07-17,이디야커피 역삼점,11000,4483,임시우
2026-07-17,이디야커피 역삼점,58500,4448,정예린
2026-07-17,이디야커피 역삼점,59500,4518,서준영
2026-07-17,일렉트로마트 강남,28600,4417,김서연
2026-07-17,청담물갈비,201000,4431,이하준
2026-07-17,카카오T 블루,24200,4465,강지호
2026-07-17,카카오T 블루,34100,4518,서준영
2026-07-17,코레일 서울역,79100,4471,윤채원
2026-07-17,쿠팡비즈,135600,4417,김서연
2026-07-17,파킹클라우드 역삼,45900,4483,임시우
2026-07-17,하이패스 자동결제,51700,4471,윤채원
2026-07-17,한솥도시락 역삼,52500,4452,최민서
2026-07-17,한솥도시락 역삼,64500,4417,김서연
2026-07-17,한솥도시락 역삼,80000,4496,오하은
2026-07-18,김밥천국 역삼점,45500,4465,강지호
2026-07-18,코레일 서울역,49400,4483,임시우
2026-07-18,투썸플레이스 선릉점,85000,4524,조유나
2026-07-18,파킹클라우드 역삼,62900,4417,김서연
2026-07-18,하남돼지집 삼성점,254000,4496,오하은
2026-07-18,한솥도시락 역삼,80500,4452,최민서
2026-07-19,SRT 수서역,65500,4423,박도윤
2026-07-19,서브웨이 강남파이낸스,73500,4431,이하준
2026-07-19,신라스테이 역삼,102000,4465,강지호
2026-07-19,신라스테이 역삼,132000,4483,임시우
2026-07-19,역삼포차,441000,4417,김서연
2026-07-19,카카오T 블루,55700,4518,서준영
2026-07-19,코레일 서울역,21800,4524,조유나
2026-07-19,쿠팡비즈,84200,4423,박도윤
2026-07-19,한솥도시락 역삼,57500,4483,임시우
2026-07-20,SRT 수서역,47600,4431,이하준
2026-07-20,SRT 수서역,65700,4524,조유나
2026-07-20,김가네 선릉점,58000,4417,김서연
2026-07-20,김가네 선릉점,71500,4496,오하은
2026-07-20,김밥천국 역삼점,12000,4448,정예린
2026-07-20,다이소 역삼점,56600,4496,오하은
2026-07-20,라마다 대전,95000,4496,오하은
2026-07-20,미도인 역삼,51000,4524,조유나
2026-07-20,미도인 역삼,79000,4524,조유나
2026-07-20,본죽 삼성점,32500,4518,서준영
2026-07-20,삼원가든 신사,196000,4465,강지호
2026-07-20,삼원가든 신사,198000,4496,오하은
2026-07-20,서브웨이 강남파이낸스,18500,4423,박도윤
2026-07-20,서브웨이 강남파이낸스,41000,4518,서준영
2026-07-20,서브웨이 강남파이낸스,60500,4417,김서연
2026-07-20,서브웨이 강남파이낸스,74000,4465,강지호
2026-07-20,서브웨이 강남파이낸스,91500,4496,오하은
2026-07-20,스시조 소공,426000,4465,강지호
2026-07-20,스타벅스 삼성점,23000,4502,한지훈
2026-07-20,스타벅스 삼성점,36000,4423,박도윤
2026-07-20,스타벅스 삼성점,42000,4431,이하준
2026-07-20,알파문구 선릉,37000,4518,서준영
2026-07-20,알파문구 선릉,48500,4452,최민서
2026-07-20,알파문구 선릉,52800,4465,강지호
2026-07-20,알파문구 선릉,81100,4518,서준영
2026-07-20,역삼포차,153000,4502,한지훈
2026-07-20,역삼포차,166000,4524,조유나
2026-07-20,역삼포차,314000,4423,박도윤
2026-07-20,역삼포차,381000,4524,조유나
2026-07-20,영풍문고 종로,138400,4448,정예린
2026-07-20,오피스디포 강남점,24100,4518,서준영
2026-07-20,이디야커피 역삼점,38500,4483,임시우
2026-07-20,일렉트로마트 강남,76900,4423,박도윤
2026-07-20,일렉트로마트 강남,96500,4417,김서연
2026-07-20,일렉트로마트 강남,133900,4465,강지호
2026-07-20,청담물갈비,243000,4518,서준영
2026-07-20,카카오T 블루,4000,4417,김서연
2026-07-20,코레일 서울역,55700,4423,박도윤
2026-07-20,투썸플레이스 선릉점,80000,4423,박도윤
2026-07-20,투썸플레이스 선릉점,88500,4452,최민서
2026-07-20,티머니 충전,3300,4423,박도윤
2026-07-20,티머니 충전,11900,4423,박도윤
2026-07-20,하이패스 자동결제,52300,4448,정예린
2026-07-20,한솥도시락 역삼,11500,4524,조유나
2026-07-20,한솥도시락 역삼,56500,4448,정예린
2026-07-21,SRT 수서역,3700,4518,서준영
2026-07-21,SRT 수서역,12800,4417,김서연
2026-07-21,SRT 수서역,90800,4483,임시우
2026-07-21,광화문곱창 강남,339000,4518,서준영
2026-07-21,김가네 선릉점,11500,4448,정예린
2026-07-21,김가네 선릉점,18000,4417,김서연
2026-07-21,김가네 선릉점,51000,4448,정예린
2026-07-21,김밥천국 역삼점,14000,4423,박도윤
2026-07-21,김밥천국 역삼점,41500,4417,김서연
2026-07-21,본죽 삼성점,15000,4431,이하준
2026-07-21,삼원가든 신사,330000,4452,최민서
2026-07-21,삼원가든 신사,522000,4431,이하준
2026-07-21,서브웨이 강남파이낸스,47500,4518,서준영
2026-07-21,서울개인택시조합,37000,4502,한지훈
2026-07-21,스타벅스 삼성점,87000,4465,강지호
2026-07-21,영풍문고 종로,146700,4496,오하은
2026-07-21,영풍문고 종로,274000,4417,김서연
2026-07-21,이디야커피 역삼점,39500,4496,오하은
2026-07-21,인프런,121100,4417,김서연
2026-07-21,청담물갈비,221000,4423,박도윤
2026-07-21,청담물갈비,267000,4496,오하은
2026-07-21,청담물갈비,294000,4518,서준영
2026-07-21,청담물갈비,340000,4518,서준영
2026-07-21,코레일 서울역,20100,4518,서준영
2026-07-21,코레일 서울역,52900,4502,한지훈
2026-07-21,쿠팡비즈,55000,4465,강지호
2026-07-21,쿠팡비즈,112300,4502,한지훈
2026-07-21,투썸플레이스 선릉점,29000,4423,박도윤
2026-07-21,투썸플레이스 선릉점,48000,4471,윤채원
2026-07-21,투썸플레이스 선릉점,54500,4452,최민서
2026-07-21,티머니 충전,73900,4518,서준영
2026-07-21,파킹클라우드 역삼,16200,4465,강지호
2026-07-21,하남돼지집 삼성점,438000,4483,임시우
2026-07-21,하이패스 자동결제,24400,4502,한지훈
2026-07-21,한솥도시락 역삼,66500,4483,임시우
2026-07-21,한솥도시락 역삼,69000,4452,최민서
2026-07-21,한우다이닝 청담,276000,4431,이하준
2026-07-21,호텔현대 울산,122000,4471,윤채원
2026-07-21,호텔현대 울산,153000,4496,오하은
2026-07-22,SRT 수서역,39100,4502,한지훈
2026-07-22,SRT 수서역,61400,4496,오하은
2026-07-22,SRT 수서역,68600,4431,이하준
2026-07-22,광화문곱창 강남,273000,4524,조유나
2026-07-22,교보문고 광화문,223600,4502,한지훈
2026-07-22,김밥천국 역삼점,32500,4483,임시우
2026-07-22,김밥천국 역삼점,70000,4431,이하준
2026-07-22,다이소 역삼점,84300,4496,오하은
2026-07-22,다이소 역삼점,120700,4524,조유나
2026-07-22,명동칼국수 강남점,32500,4496,오하은
2026-07-22,미도인 역삼,10000,4524,조유나
2026-07-22,미도인 역삼,56500,4471,윤채원
2026-07-22,베스트웨스턴 구로,130000,4423,박도윤
2026-07-22,본죽 삼성점,38000,4524,조유나
2026-07-22,본죽 삼성점,63000,4518,서준영
2026-07-22,삼원가든 신사,318000,4524,조유나
2026-07-22,삼원가든 신사,593000,4524,조유나
2026-07-22,서브웨이 강남파이낸스,31000,4423,박도윤
2026-07-22,서브웨이 강남파이낸스,66500,4496,오하은
2026-07-22,스타벅스 삼성점,13500,4452,최민서
2026-07-22,역삼포차,358000,4471,윤채원
2026-07-22,영풍문고 종로,216300,4417,김서연
2026-07-22,이디야커피 역삼점,49000,4448,정예린
2026-07-22,이디야커피 역삼점,62000,4471,윤채원
2026-07-22,이디야커피 역삼점,66500,4524,조유나
2026-07-22,인프런,125000,4496,오하은
2026-07-22,인프런,273600,4423,박도윤
2026-07-22,인프런,317500,4417,김서연
2026-07-22,일렉트로마트 강남,14700,4524,조유나
2026-07-22,일렉트로마트 강남,64400,4452,최민서
2026-07-22,청담물갈비,330000,4518,서준영
2026-07-22,카카오T 블루,9600,4496,오하은
2026-07-22,카카오T 블루,61100,4496,오하은
2026-07-22,카카오T 블루,93400,4496,오하은
2026-07-22,코레일 서울역,4200,4417,김서연
2026-07-22,코레일 서울역,85400,4518,서준영
2026-07-22,투썸플레이스 선릉점,25000,4524,조유나
2026-07-22,투썸플레이스 선릉점,46000,4423,박도윤
2026-07-22,투썸플레이스 선릉점,52000,4452,최민서
2026-07-22,투썸플레이스 선릉점,82000,4448,정예린
2026-07-22,티머니 충전,7500,4452,최민서
2026-07-22,티머니 충전,90100,4496,오하은
2026-07-22,파킹클라우드 역삼,51800,4452,최민서
2026-07-22,파킹클라우드 역삼,60900,4431,이하준
2026-07-22,파킹클라우드 역삼,79400,4465,강지호
2026-07-22,파킹클라우드 역삼,86700,4417,김서연
2026-07-22,하이패스 자동결제,16800,4524,조유나
2026-07-22,하이패스 자동결제,32900,4431,이하준
2026-07-22,하이패스 자동결제,34800,4423,박도윤
2026-07-22,하이패스 자동결제,74000,4471,윤채원
2026-07-22,한솥도시락 역삼,14000,4483,임시우
2026-07-22,한솥도시락 역삼,15000,4524,조유나
2026-07-22,한솥도시락 역삼,58000,4431,이하준
2026-07-22,호텔현대 울산,127000,4502,한지훈
2026-07-23,SRT 수서역,22200,4496,오하은
2026-07-23,교보문고 광화문,181000,4496,오하은
2026-07-23,김가네 선릉점,8000,4471,윤채원
2026-07-23,김밥천국 역삼점,75000,4483,임시우
2026-07-23,다이소 역삼점,127200,4518,서준영
2026-07-23,본죽 삼성점,22500,4524,조유나
2026-07-23,서브웨이 강남파이낸스,13500,4524,조유나
2026-07-23,서브웨이 강남파이낸스,56000,4518,서준영
2026-07-23,서브웨이 강남파이낸스,64500,4518,서준영
2026-07-23,서울개인택시조합,47600,4483,임시우
2026-07-23,스시조 소공,202000,4483,임시우
2026-07-23,스시조 소공,389000,4518,서준영
2026-07-23,스시조 소공,473000,4471,윤채원
2026-07-23,스타벅스 삼성점,19000,4524,조유나
2026-07-23,신라스테이 역삼,147000,4448,정예린
2026-07-23,알파문구 선릉,90200,4423,박도윤
2026-07-23,역삼포차,172000,4483,임시우
2026-07-23,역삼포차,196000,4483,임시우
2026-07-23,이디야커피 역삼점,29500,4452,최민서
2026-07-23,일렉트로마트 강남,100500,4465,강지호
2026-07-23,카카오T 블루,31600,4417,김서연
2026-07-23,코레일 서울역,17100,4518,서준영
2026-07-23,코레일 서울역,70600,4465,강지호
2026-07-23,쿠팡비즈,28500,4483,임시우
2026-07-23,쿠팡비즈,32000,4502,한지훈
2026-07-23,쿠팡비즈,110800,4452,최민서
2026-07-23,티머니 충전,55900,4483,임시우
2026-07-23,파킹클라우드 역삼,22600,4496,오하은
2026-07-23,파킹클라우드 역삼,83300,4524,조유나
2026-07-23,하이패스 자동결제,84500,4496,오하은
2026-07-23,한솥도시락 역삼,34500,4448,정예린
2026-07-23,한솥도시락 역삼,42000,4483,임시우
2026-07-23,한솥도시락 역삼,57000,4471,윤채원
2026-07-23,호텔현대 울산,133000,4431,이하준
2026-07-24,SRT 수서역,6300,4502,한지훈
2026-07-24,SRT 수서역,12400,4417,김서연
2026-07-24,SRT 수서역,18500,4483,임시우
2026-07-24,SRT 수서역,37000,4423,박도윤
2026-07-24,SRT 수서역,63200,4465,강지호
2026-07-24,교보문고 광화문,177200,4465,강지호
2026-07-24,교보문고 광화문,252900,4483,임시우
2026-07-24,김가네 선릉점,22500,4431,이하준
2026-07-24,김가네 선릉점,89000,4452,최민서
2026-07-24,김밥천국 역삼점,35000,4431,이하준
2026-07-24,김밥천국 역삼점,36500,4423,박도윤
2026-07-24,김밥천국 역삼점,85000,4518,서준영
2026-07-24,라마다 대전,128000,4417,김서연
2026-07-24,명동칼국수 강남점,17000,4471,윤채원
2026-07-24,명동칼국수 강남점,20000,4423,박도윤
2026-07-24,명동칼국수 강남점,32500,4502,한지훈
2026-07-24,미도인 역삼,25500,4417,김서연
2026-07-24,미도인 역삼,58500,4518,서준영
2026-07-24,미도인 역삼,88000,4448,정예린
2026-07-24,본죽 삼성점,7000,4496,오하은
2026-07-24,본죽 삼성점,8000,4465,강지호
2026-07-24,본죽 삼성점,44500,4518,서준영
2026-07-24,본죽 삼성점,78000,4471,윤채원
2026-07-24,삼원가든 신사,216000,4448,정예린
2026-07-24,삼원가든 신사,403000,4502,한지훈
2026-07-24,삼원가든 신사,463000,4483,임시우
2026-07-24,서브웨이 강남파이낸스,19500,4502,한지훈
2026-07-24,서브웨이 강남파이낸스,23500,4431,이하준
2026-07-24,서울개인택시조합,46900,4502,한지훈
2026-07-24,서울개인택시조합,67800,4448,정예린
2026-07-24,서울개인택시조합,84800,4496,오하은
2026-07-24,스타벅스 삼성점,18500,4502,한지훈
2026-07-24,스타벅스 삼성점,76000,4431,이하준
2026-07-24,스타벅스 삼성점,79500,4452,최민서
2026-07-24,알라딘 중고서점 강남,269700,4471,윤채원
2026-07-24,알파문구 선릉,20000,4524,조유나
2026-07-24,역삼포차,178000,4448,정예린
2026-07-24,오피스디포 강남점,85200,4518,서준영
2026-07-24,이디야커피 역삼점,52500,4423,박도윤
2026-07-24,일렉트로마트 강남,20900,4518,서준영
2026-07-24,일렉트로마트 강남,53300,4465,강지호
2026-07-24,일렉트로마트 강남,56700,4423,박도윤
2026-07-24,청담물갈비,134000,4423,박도윤
2026-07-24,청담물갈비,238000,4452,최민서
2026-07-24,청담물갈비,400000,4423,박도윤
2026-07-24,카카오T 블루,45600,4502,한지훈
2026-07-24,카카오T 블루,72300,4417,김서연
2026-07-24,카카오T 블루,87500,4417,김서연
2026-07-24,코레일 서울역,87200,4502,한지훈
2026-07-24,투썸플레이스 선릉점,16500,4417,김서연
2026-07-24,투썸플레이스 선릉점,76500,4423,박도윤
2026-07-24,티머니 충전,4500,4448,정예린
2026-07-24,티머니 충전,72800,4483,임시우
2026-07-24,파킹클라우드 역삼,42600,4465,강지호
2026-07-24,파킹클라우드 역삼,55300,4496,오하은
2026-07-24,파킹클라우드 역삼,89500,4423,박도윤
2026-07-24,하이패스 자동결제,49300,4465,강지호
2026-07-24,한솥도시락 역삼,74000,4483,임시우
2026-07-24,한우다이닝 청담,357000,4518,서준영
2026-07-24,호텔현대 울산,113000,4502,한지훈
2026-07-25,오피스디포 강남점,111300,4448,정예린
2026-07-25,이디야커피 역삼점,12500,4423,박도윤
2026-07-25,인프런,137100,4518,서준영
2026-07-25,일렉트로마트 강남,95400,4465,강지호
2026-07-26,교보문고 광화문,306100,4431,이하준
2026-07-26,파킹클라우드 역삼,15800,4448,정예린
2026-07-27,김가네 선릉점,16000,4431,이하준
2026-07-27,김가네 선릉점,90500,4431,이하준
2026-07-27,김밥천국 역삼점,24500,4417,김서연
2026-07-27,김밥천국 역삼점,25500,4524,조유나
2026-07-27,김밥천국 역삼점,70000,4483,임시우
2026-07-27,다이소 역삼점,9900,4417,김서연
2026-07-27,라마다 대전,164000,4518,서준영
2026-07-27,미도인 역삼,67500,4448,정예린
2026-07-27,베스트웨스턴 구로,146000,4471,윤채원
2026-07-27,서브웨이 강남파이낸스,50000,4483,임시우
2026-07-27,서브웨이 강남파이낸스,55500,4448,정예린
2026-07-27,서울개인택시조합,80900,4423,박도윤
2026-07-27,스시조 소공,633000,4448,정예린
2026-07-27,스타벅스 삼성점,24000,4465,강지호
2026-07-27,스타벅스 삼성점,31000,4448,정예린
2026-07-27,스타벅스 삼성점,69000,4483,임시우
2026-07-27,스타벅스 삼성점,71000,4465,강지호
2026-07-27,알라딘 중고서점 강남,69700,4496,오하은
2026-07-27,역삼포차,344000,4465,강지호
2026-07-27,영풍문고 종로,225500,4471,윤채원
2026-07-27,영풍문고 종로,320100,4518,서준영
2026-07-27,이디야커피 역삼점,13500,4471,윤채원
2026-07-27,이디야커피 역삼점,21500,4471,윤채원
2026-07-27,이디야커피 역삼점,37500,4431,이하준
2026-07-27,이디야커피 역삼점,51000,4465,강지호
2026-07-27,이디야커피 역삼점,65000,4502,한지훈
2026-07-27,일렉트로마트 강남,27100,4502,한지훈
2026-07-27,청담물갈비,362000,4448,정예린
2026-07-27,쿠팡비즈,58500,4452,최민서
2026-07-27,투썸플레이스 선릉점,13000,4465,강지호
2026-07-27,투썸플레이스 선릉점,62500,4431,이하준
2026-07-27,투썸플레이스 선릉점,84500,4496,오하은
2026-07-27,투썸플레이스 선릉점,85500,4423,박도윤
2026-07-27,티머니 충전,32000,4431,이하준
2026-07-27,파킹클라우드 역삼,23500,4452,최민서
2026-07-27,파킹클라우드 역삼,61400,4423,박도윤
2026-07-27,하이패스 자동결제,6700,4496,오하은
2026-07-27,하이패스 자동결제,39400,4448,정예린
2026-07-27,한솥도시락 역삼,34000,4471,윤채원
2026-07-27,호텔현대 울산,107000,4483,임시우
2026-07-28,교보문고 광화문,135500,4471,윤채원
2026-07-28,김가네 선릉점,32000,4423,박도윤
2026-07-28,김가네 선릉점,60500,4448,정예린
2026-07-28,김밥천국 역삼점,17500,4465,강지호
2026-07-28,다이소 역삼점,126000,4448,정예린
2026-07-28,라마다 대전,118000,4431,이하준
2026-07-28,미도인 역삼,9000,4502,한지훈
2026-07-28,미도인 역삼,48500,4518,서준영
2026-07-28,미도인 역삼,72500,4471,윤채원
2026-07-28,베스트웨스턴 구로,157000,4518,서준영
2026-07-28,본죽 삼성점,25000,4465,강지호
2026-07-28,서브웨이 강남파이낸스,11500,4465,강지호
2026-07-28,서울개인택시조합,35200,4448,정예린
2026-07-28,스시조 소공,204000,4496,오하은
2026-07-28,스시조 소공,275000,4496,오하은
2026-07-28,알라딘 중고서점 강남,78200,4518,서준영
2026-07-28,알파문구 선릉,77500,4452,최민서
2026-07-28,알파문구 선릉,117100,4502,한지훈
2026-07-28,알파문구 선릉,135000,4518,서준영
2026-07-28,역삼포차,347000,4502,한지훈
2026-07-28,이디야커피 역삼점,11500,4502,한지훈
2026-07-28,이디야커피 역삼점,35000,4448,정예린
2026-07-28,이디야커피 역삼점,37500,4465,강지호
2026-07-28,인프런,75400,4465,강지호
2026-07-28,인프런,172700,4524,조유나
2026-07-28,청담물갈비,361000,4452,최민서
2026-07-28,카카오T 블루,5300,4502,한지훈
2026-07-28,카카오T 블루,60100,4483,임시우
2026-07-28,쿠팡비즈,44900,4524,조유나
2026-07-28,투썸플레이스 선릉점,47000,4502,한지훈
2026-07-28,투썸플레이스 선릉점,58500,4502,한지훈
2026-07-28,티머니 충전,79500,4423,박도윤
2026-07-28,하남돼지집 삼성점,263000,4483,임시우
2026-07-28,한솥도시락 역삼,11500,4483,임시우
2026-07-28,한솥도시락 역삼,30500,4524,조유나
2026-07-28,한솥도시락 역삼,31000,4524,조유나
2026-07-28,한우다이닝 청담,529000,4496,오하은
2026-07-29,SRT 수서역,73300,4471,윤채원
2026-07-29,김가네 선릉점,24000,4452,최민서
2026-07-29,김가네 선릉점,61500,4502,한지훈
2026-07-29,김가네 선릉점,86500,4518,서준영
2026-07-29,김밥천국 역삼점,11000,4518,서준영
2026-07-29,다이소 역삼점,128800,4417,김서연
2026-07-29,명동칼국수 강남점,35000,4423,박도윤
2026-07-29,명동칼국수 강남점,36500,4465,강지호
2026-07-29,명동칼국수 강남점,56500,4502,한지훈
2026-07-29,명동칼국수 강남점,67000,4448,정예린
2026-07-29,미도인 역삼,82000,4465,강지호
2026-07-29,미도인 역삼,88500,4448,정예린
2026-07-29,서브웨이 강남파이낸스,80500,4502,한지훈
2026-07-29,서브웨이 강남파이낸스,92000,4483,임시우
2026-07-29,서울개인택시조합,28900,4524,조유나
2026-07-29,신라스테이 역삼,114000,4471,윤채원
2026-07-29,알파문구 선릉,21100,4417,김서연
2026-07-29,오피스디포 강남점,27700,4452,최민서
2026-07-29,오피스디포 강남점,32500,4452,최민서
2026-07-29,이디야커피 역삼점,7000,4496,오하은
2026-07-29,이디야커피 역삼점,33000,4417,김서연
2026-07-29,이디야커피 역삼점,41500,4471,윤채원
2026-07-29,일렉트로마트 강남,40400,4502,한지훈
2026-07-29,일렉트로마트 강남,84900,4452,최민서
2026-07-29,일렉트로마트 강남,127000,4448,정예린
2026-07-29,카카오T 블루,21400,4518,서준영
2026-07-29,카카오T 블루,81300,4448,정예린
2026-07-29,코레일 서울역,15000,4518,서준영
2026-07-29,코레일 서울역,31700,4483,임시우
2026-07-29,코레일 서울역,33700,4471,윤채원
2026-07-29,코레일 서울역,51800,4518,서준영
2026-07-29,투썸플레이스 선릉점,35500,4417,김서연
2026-07-29,하남돼지집 삼성점,175000,4524,조유나
2026-07-29,하남돼지집 삼성점,409000,4431,이하준
2026-07-29,하이패스 자동결제,12100,4496,오하은
2026-07-29,한솥도시락 역삼,56500,4431,이하준
2026-07-29,한솥도시락 역삼,91000,4524,조유나
2026-07-29,한솥도시락 역삼,91500,4524,조유나
2026-07-29,한우다이닝 청담,425000,4423,박도윤
2026-07-29,호텔현대 울산,160000,4452,최민서
2026-07-30,광화문곱창 강남,179000,4502,한지훈
2026-07-30,광화문곱창 강남,217000,4448,정예린
2026-07-30,김가네 선릉점,20500,4465,강지호
2026-07-30,김가네 선릉점,80500,4423,박도윤
2026-07-30,김가네 선릉점,91000,4448,정예린
2026-07-30,김밥천국 역삼점,13500,4465,강지호
2026-07-30,김밥천국 역삼점,38500,4448,정예린
2026-07-30,김밥천국 역삼점,64500,4483,임시우
2026-07-30,김밥천국 역삼점,71000,4502,한지훈
2026-07-30,김밥천국 역삼점,80000,4518,서준영
2026-07-30,명동칼국수 강남점,68000,4465,강지호
2026-07-30,명동칼국수 강남점,82000,4518,서준영
2026-07-30,미도인 역삼,35500,4471,윤채원
2026-07-30,삼원가든 신사,365000,4448,정예린
2026-07-30,서울개인택시조합,25100,4417,김서연
2026-07-30,서울개인택시조합,53900,4417,김서연
2026-07-30,스시조 소공,233000,4502,한지훈
2026-07-30,스타벅스 삼성점,15500,4452,최민서
2026-07-30,스타벅스 삼성점,25500,4471,윤채원
2026-07-30,스타벅스 삼성점,81500,4496,오하은
2026-07-30,알파문구 선릉,52800,4502,한지훈
2026-07-30,역삼포차,143000,4502,한지훈
2026-07-30,역삼포차,291000,4417,김서연
2026-07-30,영풍문고 종로,160700,4524,조유나
2026-07-30,영풍문고 종로,213400,4431,이하준
2026-07-30,오피스디포 강남점,30800,4465,강지호
2026-07-30,이디야커피 역삼점,33500,4448,정예린
2026-07-30,코레일 서울역,19200,4423,박도윤
2026-07-30,코레일 서울역,56400,4417,김서연
2026-07-30,쿠팡비즈,33500,4423,박도윤
2026-07-30,쿠팡비즈,49900,4524,조유나
2026-07-30,쿠팡비즈,73000,4452,최민서
2026-07-30,티머니 충전,59600,4483,임시우
2026-07-30,파킹클라우드 역삼,35700,4502,한지훈
2026-07-30,하이패스 자동결제,20700,4448,정예린
2026-07-30,한솥도시락 역삼,58500,4471,윤채원
2026-07-31,SRT 수서역,33100,4423,박도윤
2026-07-31,SRT 수서역,41200,4452,최민서
2026-07-31,SRT 수서역,44400,4524,조유나
2026-07-31,광화문곱창 강남,355000,4483,임시우
2026-07-31,김가네 선릉점,41500,4465,강지호
2026-07-31,김가네 선릉점,66500,4452,최민서
2026-07-31,김밥천국 역삼점,12000,4483,임시우
2026-07-31,김밥천국 역삼점,32000,4518,서준영
2026-07-31,김밥천국 역삼점,81500,4524,조유나
2026-07-31,삼원가든 신사,622000,4524,조유나
2026-07-31,서브웨이 강남파이낸스,20000,4524,조유나
2026-07-31,서울개인택시조합,19500,4524,조유나
2026-07-31,서울개인택시조합,63800,4465,강지호
2026-07-31,스시조 소공,392000,4524,조유나
2026-07-31,스타벅스 삼성점,36500,4483,임시우
2026-07-31,스타벅스 삼성점,53000,4448,정예린
2026-07-31,알라딘 중고서점 강남,144500,4496,오하은
2026-07-31,알파문구 선릉,50500,4483,임시우
2026-07-31,알파문구 선릉,128800,4448,정예린
2026-07-31,오피스디포 강남점,26600,4423,박도윤
2026-07-31,일렉트로마트 강남,112900,4483,임시우
2026-07-31,일렉트로마트 강남,118500,4452,최민서
2026-07-31,청담물갈비,471000,4465,강지호
2026-07-31,카카오T 블루,41500,4471,윤채원
2026-07-31,코레일 서울역,8300,4502,한지훈
2026-07-31,코레일 서울역,76400,4423,박도윤
2026-07-31,코레일 서울역,87200,4448,정예린
2026-07-31,쿠팡비즈,51900,4502,한지훈
2026-07-31,투썸플레이스 선릉점,27000,4483,임시우
2026-07-31,투썸플레이스 선릉점,65000,4417,김서연
2026-07-31,티머니 충전,6600,4448,정예린
2026-07-31,티머니 충전,21000,4465,강지호
2026-07-31,티머니 충전,47400,4417,김서연
2026-07-31,티머니 충전,69800,4448,정예린
2026-07-31,티머니 충전,76500,4417,김서연
2026-07-31,티머니 충전,93600,4431,이하준
2026-07-31,하남돼지집 삼성점,226000,4423,박도윤
2026-07-31,하남돼지집 삼성점,426000,4502,한지훈
2026-07-31,하이패스 자동결제,77500,4502,한지훈
2026-07-31,한솥도시락 역삼,40500,4524,조유나
2026-07-31,한솥도시락 역삼,51000,4524,조유나
,합계,100849600,,
